Cup,season,round,Date,HomeTeam,AwayTeam,competition_type,FTHG,FTAG,FTR,HomeDiv,AwayDiv,Div
SFA,2021,Fourth Round,2022-01-22,Livingston FC,Ross County FC,domestic_cup,1,0,H,SCO1,SCO1,DCUP
SFA,2021,Fourth Round,2022-01-22,Kilmarnock FC,Dundee United FC,domestic_cup,1,2,A,SCO1,SCO2,DCUP
CDR,2021,Quarter-Finals,2022-02-02,Valencia CF,Cádiz CF,domestic_cup,2,1,H,ESP1,ESP1,DCUP
CDR,2021,Quarter-Finals,2022-02-02,Rayo Vallecano,RCD Mallorca,domestic_cup,1,0,H,ESP2,ESP2,DCUP
CDR,2021,Quarter-Finals,2022-02-03,Athletic Bilbao,Real Madrid,domestic_cup,1,0,H,ESP1,ESP1,DCUP
CDR,2021,Quarter-Finals,2022-02-03,Real Sociedad,Real Betis Balompié,domestic_cup,0,4,A,ESP1,ESP1,DCUP
FAC,2021,Fourth Round,2022-02-04,Manchester United,Middlesbrough FC,domestic_cup,8,9,A,ENG1,ENG2,DCUP
FAC,2021,Fourth Round,2022-02-05,Wolverhampton Wanderers,Norwich City,domestic_cup,0,1,A,ENG1,ENG2,DCUP
FAC,2021,Fourth Round,2022-02-05,Tottenham Hotspur,Brighton & Hove Albion,domestic_cup,3,1,H,ENG1,ENG1,DCUP
FAC,2021,Fourth Round,2022-02-05,Everton FC,Brentford FC,domestic_cup,4,1,H,ENG1,ENG2,DCUP
FAC,2021,Fourth Round,2022-02-05,Manchester City,Fulham FC,domestic_cup,4,1,H,ENG1,ENG1,DCUP
FAC,2021,Fourth Round,2022-02-06,Liverpool FC,Cardiff City,domestic_cup,3,1,H,ENG1,ENG2,DCUP
FAC,2021,Fourth Round,2022-02-06,Nottingham Forest,Leicester City,domestic_cup,4,1,H,ENG2,ENG1,DCUP
CIT,2021,Quarter-Finals,2022-02-08,Inter Milan,AS Roma,domestic_cup,2,0,H,ITA1,ITA1,DCUP
CDR,2021,Semi-Finals 1st Leg,2022-02-09,Rayo Vallecano,Real Betis Balompié,domestic_cup,1,2,A,ESP2,ESP1,DCUP
CIT,2021,Quarter-Finals,2022-02-09,AC Milan,SS Lazio,domestic_cup,4,0,H,ITA1,ITA1,DCUP
CDR,2021,Semi-Finals 1st Leg,2022-02-10,Athletic Bilbao,Valencia CF,domestic_cup,1,1,D,ESP1,ESP1,DCUP
CIT,2021,Quarter-Finals,2022-02-10,Atalanta BC,ACF Fiorentina,domestic_cup,2,3,A,ITA1,ITA1,DCUP
CIT,2021,Quarter-Finals,2022-02-10,Juventus FC,US Sassuolo,domestic_cup,2,1,H,ITA1,ITA1,DCUP
SFA,2021,Round of 16,2022-02-12,Motherwell FC,Aberdeen FC,domestic_cup,2,1,H,SCO1,SCO1,DCUP
SFA,2021,Round of 16,2022-02-12,Heart of Midlothian FC,Livingston FC,domestic_cup,4,3,H,SCO1,SCO1,DCUP
CIT,2021,Semi-Finals 1st Leg,2022-03-01,AC Milan,Inter Milan,domestic_cup,0,0,D,ITA1,ITA1,DCUP
FAC,2021,Fifth Round,2022-03-01,Crystal Palace,Stoke City,domestic_cup,2,1,H,ENG1,ENG2,DCUP
FAC,2021,Fifth Round,2022-03-01,Middlesbrough FC,Tottenham Hotspur,domestic_cup,1,0,H,ENG2,ENG1,DCUP
FAC,2021,Fifth Round,2022-03-02,Luton Town,Chelsea FC,domestic_cup,2,3,A,ENG2,ENG1,DCUP
FAC,2021,Fifth Round,2022-03-02,Southampton FC,West Ham United,domestic_cup,3,1,H,ENG1,ENG1,DCUP
CIT,2021,Semi-Finals 1st Leg,2022-03-02,ACF Fiorentina,Juventus FC,domestic_cup,0,1,A,ITA1,ITA1,DCUP
DFB,2021,Quarter-Finals,2022-03-02,VfL Bochum,SC Freiburg,domestic_cup,1,2,A,DEU2,DEU1,DCUP
FAC,2021,Fifth Round,2022-03-02,Liverpool FC,Norwich City,domestic_cup,2,1,H,ENG1,ENG2,DCUP
CDR,2021,Semi-Finals 2nd Leg,2022-03-02,Valencia CF,Athletic Bilbao,domestic_cup,1,0,H,ESP1,ESP1,DCUP
DFB,2021,Quarter-Finals,2022-03-02,Hannover 96,RB Leipzig,domestic_cup,0,4,A,DEU2,DEU1,DCUP
CDR,2021,Semi-Finals 2nd Leg,2022-03-03,Real Betis Balompié,Rayo Vallecano,domestic_cup,1,1,D,ESP1,ESP2,DCUP
FAC,2021,Fifth Round,2022-03-07,Nottingham Forest,Huddersfield Town,domestic_cup,2,1,H,ENG2,ENG2,DCUP
SFA,2021,Quarter-Finals,2022-03-12,Heart of Midlothian FC,St. Mirren FC,domestic_cup,4,2,H,SCO1,SCO1,DCUP
SFA,2021,Quarter-Finals,2022-03-13,Dundee FC,Rangers FC,domestic_cup,0,3,A,SCO2,SCO1,DCUP
SFA,2021,Quarter-Finals,2022-03-13,Motherwell FC,Hibernian FC,domestic_cup,1,2,A,SCO1,SCO1,DCUP
SFA,2021,Quarter-Finals,2022-03-14,Dundee United FC,Celtic FC,domestic_cup,0,3,A,SCO2,SCO1,DCUP
FAC,2021,Quarter-Finals,2022-03-19,Middlesbrough FC,Chelsea FC,domestic_cup,0,2,A,ENG2,ENG1,DCUP
FAC,2021,Quarter-Finals,2022-03-20,Nottingham Forest,Liverpool FC,domestic_cup,0,1,A,ENG2,ENG1,DCUP
FAC,2021,Quarter-Finals,2022-03-20,Southampton FC,Manchester City,domestic_cup,1,4,A,ENG1,ENG1,DCUP
FAC,2021,Quarter-Finals,2022-03-20,Crystal Palace,Everton FC,domestic_cup,4,0,H,ENG1,ENG1,DCUP
SFA,2021,Semi-Finals,2022-04-16,Heart of Midlothian FC,Hibernian FC,domestic_cup,2,1,H,SCO1,SCO1,DCUP
FAC,2021,Semi-Finals,2022-04-16,Manchester City,Liverpool FC,domestic_cup,2,3,A,ENG1,ENG1,DCUP
FAC,2021,Semi-Finals,2022-04-17,Chelsea FC,Crystal Palace,domestic_cup,2,0,H,ENG1,ENG1,DCUP
SFA,2021,Semi-Finals,2022-04-17,Celtic FC,Rangers FC,domestic_cup,1,2,A,SCO1,SCO1,DCUP
DFB,2021,Semi-Finals,2022-04-19,Hamburger SV,SC Freiburg,domestic_cup,1,3,A,DEU2,DEU1,DCUP
CIT,2021,Semi-Finals 2nd Leg,2022-04-19,Inter Milan,AC Milan,domestic_cup,3,0,H,ITA1,ITA1,DCUP
DFB,2021,Semi-Finals,2022-04-20,RB Leipzig,1.FC Union Berlin,domestic_cup,2,1,H,DEU1,DEU1,DCUP
CIT,2021,Semi-Finals 2nd Leg,2022-04-20,Juventus FC,ACF Fiorentina,domestic_cup,2,0,H,ITA1,ITA1,DCUP
CDR,2021,Final,2022-04-23,Real Betis Balompié,Valencia CF,domestic_cup,6,5,H,ESP1,ESP1,DCUP
CIT,2021,Final,2022-05-11,Juventus FC,Inter Milan,domestic_cup,2,4,A,ITA1,ITA1,DCUP
FAC,2021,Final,2022-05-14,Chelsea FC,Liverpool FC,domestic_cup,5,6,A,ENG1,ENG1,DCUP
DFB,2021,Final,2022-05-21,SC Freiburg,RB Leipzig,domestic_cup,3,5,A,DEU1,DEU1,DCUP
SFA,2021,Final,2022-05-21,Rangers FC,Heart of Midlothian FC,domestic_cup,2,0,H,SCO1,SCO1,DCUP
