Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
BEL1,2016-07-29,Mechelen,Club Brugge,0.0,2.0,A
FRA2,2016-07-29,Valenciennes,Clermont,2.0,0.0,H
FRA2,2016-07-29,Ajaccio GFCO,Brest,0.0,0.0,D
FRA2,2016-07-29,Troyes,Sochaux,1.0,3.0,A
FRA2,2016-07-29,Tours,Ajaccio,0.0,0.0,D
FRA2,2016-07-29,Orleans,Le Havre,0.0,1.0,A
FRA2,2016-07-29,Niort,Lens,0.0,0.0,D
FRA2,2016-07-29,Nimes,Laval,0.0,0.0,D
FRA2,2016-07-29,Bourg Peronnas,Strasbourg,0.0,0.0,D
BEL1,2016-07-30,Waregem,Eupen,3.0,0.0,H
BEL1,2016-07-30,St Truiden,Lokeren,1.0,0.0,H
BEL1,2016-07-30,Mouscron,Anderlecht,1.0,2.0,A
BEL1,2016-07-30,Charleroi,Waasland-Beveren,1.0,0.0,H
FRA2,2016-07-30,Red Star,Auxerre,0.0,0.0,D
BEL1,2016-07-31,Westerlo,Standard,2.0,2.0,D
BEL1,2016-07-31,Kortrijk,Gent,1.0,1.0,D
BEL1,2016-07-31,Genk,Oostende,2.0,1.0,H
FRA2,2016-08-01,Amiens,Reims,1.0,1.0,D
FRA2,2016-08-05,Laval,Niort,1.0,1.0,D
FRA2,2016-08-05,Brest,Orleans,2.0,1.0,H
FRA2,2016-08-05,Clermont,Red Star,0.0,0.0,D
FRA2,2016-08-05,Le Havre,Nimes,1.0,0.0,H
FRA2,2016-08-05,Lens,Tours,2.0,2.0,D
FRA2,2016-08-05,Reims,Bourg Peronnas,1.0,0.0,H
FRA2,2016-08-05,Sochaux,Valenciennes,0.0,0.0,D
NLD1,2016-08-05,Nijmegen,Zwolle,1.0,1.0,D
DEU2,2016-08-05,Kaiserslautern,Hannover,0.0,4.0,A
FRA2,2016-08-05,Auxerre,Ajaccio GFCO,1.0,2.0,A
ENG2,2016-08-05,Fulham,Newcastle,1.0,0.0,H
FRA2,2016-08-05,Ajaccio,Troyes,2.0,1.0,H
BEL1,2016-08-05,Oostende,Club Brugge,1.0,0.0,H
SCO1,2016-08-06,Partick,Inverness C,2.0,0.0,H
SCO1,2016-08-06,Rangers,Hamilton,1.0,1.0,D
SCO1,2016-08-06,Ross County,Dundee,1.0,3.0,A
SCO1,2016-08-06,Kilmarnock,Motherwell,1.0,2.0,A
FRA2,2016-08-06,Strasbourg,Amiens,1.0,0.0,H
SCO2,2016-08-06,St Mirren,Morton,1.0,1.0,D
SCO2,2016-08-06,Falkirk,Hibernian,1.0,2.0,A
SCO2,2016-08-06,Dunfermline,Dumbarton,4.0,3.0,H
BEL1,2016-08-06,Mouscron,Charleroi,0.0,1.0,A
DEU2,2016-08-06,Sandhausen,Fortuna Dusseldorf,2.0,2.0,D
DEU2,2016-08-06,Bochum,Union Berlin,2.0,1.0,H
BEL1,2016-08-06,Eupen,Mechelen,0.0,2.0,A
NLD1,2016-08-06,Den Haag,Go Ahead Eagles,3.0,0.0,H
NLD1,2016-08-06,Twente,Excelsior,1.0,2.0,A
NLD1,2016-08-06,Utrecht,PSV Eindhoven,1.0,2.0,A
NLD1,2016-08-06,Willem II,Vitesse,1.0,4.0,A
SCO2,2016-08-06,Ayr,Raith Rvs,0.0,2.0,A
SCO2,2016-08-06,Dundee United,Queen of Sth,1.0,1.0,D
DEU2,2016-08-06,Dresden,Nurnberg,1.0,1.0,D
BEL1,2016-08-06,Standard,St Truiden,2.0,0.0,H
ENG2,2016-08-06,Birmingham,Cardiff,0.0,0.0,D
ENG2,2016-08-06,Derby,Brighton,0.0,0.0,D
ENG2,2016-08-06,Nott'm Forest,Burton,4.0,3.0,H
ENG2,2016-08-06,Reading,Preston,1.0,0.0,H
ENG2,2016-08-06,Rotherham,Wolves,2.0,2.0,D
ENG2,2016-08-06,Bristol City,Wigan,2.0,1.0,H
ENG2,2016-08-06,Blackburn,Norwich,1.0,4.0,A
BEL1,2016-08-06,Waasland-Beveren,Waregem,0.0,2.0,A
ENG2,2016-08-06,Huddersfield,Brentford,2.0,1.0,H
ENG2,2016-08-06,Ipswich,Barnsley,4.0,2.0,H
DEU2,2016-08-07,Bielefeld,Karlsruhe,0.0,0.0,D
DEU2,2016-08-07,Braunschweig,Wurzburger Kickers,2.0,1.0,H
DEU2,2016-08-07,Greuther Furth,Munich 1860,1.0,0.0,H
ENG2,2016-08-07,QPR,Leeds,3.0,0.0,H
DEU2,2016-08-07,Heidenheim,Erzgebirge Aue,1.0,0.0,H
ENG2,2016-08-07,Sheffield Weds,Aston Villa,1.0,0.0,H
BEL1,2016-08-07,Anderlecht,Kortrijk,5.0,1.0,H
NLD1,2016-08-07,Groningen,Feyenoord,0.0,5.0,A
NLD1,2016-08-07,Roda,Heracles,1.0,1.0,D
NLD1,2016-08-07,Sparta Rotterdam,Ajax,1.0,3.0,A
BEL1,2016-08-07,Gent,Genk,1.0,0.0,H
BEL1,2016-08-07,Lokeren,Westerlo,3.0,0.0,H
NLD1,2016-08-07,AZ Alkmaar,Heerenveen,2.0,2.0,D
SCO1,2016-08-07,St Johnstone,Aberdeen,0.0,0.0,D
SCO1,2016-08-07,Hearts,Celtic,1.0,2.0,A
DEU2,2016-08-08,Stuttgart,St Pauli,2.0,1.0,H
FRA2,2016-08-12,Orleans,Ajaccio,2.0,0.0,H
FRA2,2016-08-12,Troyes,Laval,1.0,0.0,H
FRA2,2016-08-12,Tours,Strasbourg,1.0,3.0,A
FRA2,2016-08-12,Red Star,Brest,0.0,3.0,A
DEU2,2016-08-12,Fortuna Dusseldorf,Stuttgart,1.0,0.0,H
FRA2,2016-08-12,Clermont,Sochaux,1.0,2.0,A
FRA2,2016-08-12,Bourg Peronnas,Auxerre,2.0,4.0,A
FRA2,2016-08-12,Amiens,Niort,2.0,0.0,H
FRA2,2016-08-12,Ajaccio GFCO,Le Havre,1.0,1.0,D
PRT1,2016-08-12,Rio Ave,Porto,1.0,3.0,A
FRA1,2016-08-12,Bastia,Paris SG,0.0,1.0,A
DEU2,2016-08-12,Nurnberg,Heidenheim,1.0,1.0,D
BEL1,2016-08-12,St Truiden,Anderlecht,0.0,0.0,D
FRA1,2016-08-12,Monaco,Guingamp,2.0,2.0,D
ENG2,2016-08-12,Brighton,Nott'm Forest,3.0,0.0,H
DEU2,2016-08-12,Erzgebirge Aue,Sandhausen,2.0,0.0,H
NLD1,2016-08-12,Heerenveen,Utrecht,2.0,2.0,D
BEL1,2016-08-13,Mechelen,Kortrijk,0.0,0.0,D
BEL1,2016-08-13,Genk,Waasland-Beveren,2.0,2.0,D
NLD1,2016-08-13,Zwolle,Sparta Rotterdam,0.0,3.0,A
BEL1,2016-08-13,Charleroi,Gent,1.0,1.0,D
NLD1,2016-08-13,Vitesse,Den Haag,1.0,2.0,A
NLD1,2016-08-13,Excelsior,Groningen,2.0,0.0,H
NLD1,2016-08-13,Ajax,Roda,2.0,2.0,D
BEL1,2016-08-13,Westerlo,Eupen,1.0,2.0,A
FRA2,2016-08-13,Valenciennes,Reims,0.0,0.0,D
ENG2,2016-08-13,Aston Villa,Rotherham,3.0,0.0,H
ENG2,2016-08-13,Barnsley,Derby,2.0,0.0,H
ENG2,2016-08-13,Brentford,Ipswich,2.0,0.0,H
ENG2,2016-08-13,Burton,Bristol City,1.0,2.0,A
ENG2,2016-08-13,Leeds,Birmingham,1.0,2.0,A
ENG2,2016-08-13,Newcastle,Huddersfield,1.0,2.0,A
ENG2,2016-08-13,Norwich,Sheffield Weds,0.0,0.0,D
ENG2,2016-08-13,Preston,Fulham,1.0,2.0,A
PRT1,2016-08-13,Tondela,Benfica,0.0,2.0,A
PRT1,2016-08-13,Sp Lisbon,Maritimo,2.0,0.0,H
PRT1,2016-08-13,Moreirense,Pacos Ferreira,1.0,1.0,D
ENG1,2016-08-13,Everton,Tottenham,1.0,1.0,D
ENG1,2016-08-13,Crystal Palace,West Brom,0.0,1.0,A
ENG1,2016-08-13,Burnley,Swansea,0.0,1.0,A
SCO2,2016-08-13,Dumbarton,Dundee United,1.0,0.0,H
SCO2,2016-08-13,Hibernian,Dunfermline,2.0,1.0,H
SCO2,2016-08-13,Morton,Falkirk,1.0,1.0,D
SCO2,2016-08-13,Queen of Sth,Ayr,4.0,1.0,H
SCO2,2016-08-13,Raith Rvs,St Mirren,3.0,1.0,H
FRA1,2016-08-13,Bordeaux,St Etienne,3.0,2.0,H
FRA1,2016-08-13,Caen,Lorient,3.0,2.0,H
ENG1,2016-08-13,Hull,Leicester,2.0,1.0,H
FRA1,2016-08-13,Dijon,Nantes,0.0,1.0,A
SCO1,2016-08-13,Motherwell,St Johnstone,1.0,2.0,A
SCO1,2016-08-13,Inverness C,Ross County,2.0,3.0,A
SCO1,2016-08-13,Hamilton,Kilmarnock,1.0,2.0,A
SCO1,2016-08-13,Dundee,Rangers,1.0,2.0,A
SCO1,2016-08-13,Aberdeen,Hearts,0.0,0.0,D
FRA1,2016-08-13,Metz,Lille,3.0,2.0,H
FRA1,2016-08-13,Montpellier,Angers,1.0,0.0,H
ENG1,2016-08-13,Man City,Sunderland,2.0,1.0,H
ENG1,2016-08-13,Southampton,Watford,1.0,1.0,D
ENG1,2016-08-13,Middlesbrough,Stoke,1.0,1.0,D
ENG2,2016-08-13,Wigan,Blackburn,3.0,0.0,H
ENG2,2016-08-13,Wolves,Reading,2.0,0.0,H
DEU2,2016-08-13,Karlsruhe,Bochum,1.0,1.0,D
DEU2,2016-08-13,St Pauli,Braunschweig,0.0,2.0,A
BEL1,2016-08-14,Waregem,Standard,1.0,0.0,H
PRT1,2016-08-14,Setubal,Belenenses,2.0,0.0,H
PRT1,2016-08-14,Guimaraes,Sp Braga,0.0,1.0,A
DEU2,2016-08-14,Munich 1860,Bielefeld,1.0,0.0,H
FRA1,2016-08-14,Nice,Rennes,1.0,0.0,H
FRA1,2016-08-14,Nancy,Lyon,0.0,3.0,A
FRA1,2016-08-14,Marseille,Toulouse,0.0,0.0,D
DEU2,2016-08-14,Hannover,Greuther Furth,3.0,1.0,H
ENG1,2016-08-14,Arsenal,Liverpool,3.0,4.0,A
ENG1,2016-08-14,Bournemouth,Man United,1.0,3.0,A
NLD1,2016-08-14,PSV Eindhoven,AZ Alkmaar,1.0,0.0,H
NLD1,2016-08-14,Heracles,Willem II,3.0,1.0,H
NLD1,2016-08-14,Feyenoord,Twente,2.0,0.0,H
BEL1,2016-08-14,Club Brugge,Lokeren,1.0,0.0,H
BEL1,2016-08-14,Oostende,Mouscron,2.0,1.0,H
ENG2,2016-08-14,Cardiff,QPR,0.0,2.0,A
PRT1,2016-08-14,Boavista,Arouca,2.0,0.0,H
DEU2,2016-08-14,Wurzburger Kickers,Kaiserslautern,1.0,1.0,D
NLD1,2016-08-14,Go Ahead Eagles,Nijmegen,2.0,2.0,D
DEU2,2016-08-15,Union Berlin,Dresden,2.0,2.0,D
ENG1,2016-08-15,Chelsea,West Ham,2.0,1.0,H
PRT1,2016-08-15,Estoril,Feirense,0.0,2.0,A
FRA2,2016-08-15,Nimes,Lens,0.0,2.0,A
ENG2,2016-08-16,Wigan,Birmingham,1.0,1.0,D
ENG2,2016-08-16,Wolves,Ipswich,0.0,0.0,D
ENG2,2016-08-16,Aston Villa,Huddersfield,1.0,1.0,D
ENG2,2016-08-16,Leeds,Fulham,1.0,1.0,D
ENG2,2016-08-16,Preston,Derby,0.0,1.0,A
ENG2,2016-08-16,Norwich,Bristol City,1.0,0.0,H
ENG2,2016-08-16,Brentford,Nott'm Forest,1.0,0.0,H
ENG2,2016-08-16,Burton,Sheffield Weds,3.0,1.0,H
ENG2,2016-08-16,Brighton,Rotherham,3.0,0.0,H
ENG2,2016-08-17,Newcastle,Reading,4.0,1.0,H
ENG2,2016-08-17,Cardiff,Blackburn,2.0,1.0,H
ENG2,2016-08-17,Barnsley,QPR,3.0,2.0,H
SCO1,2016-08-19,Dundee,Hamilton,1.0,1.0,D
FRA1,2016-08-19,Lyon,Caen,2.0,0.0,H
ENG1,2016-08-19,Man United,Southampton,2.0,0.0,H
FRA2,2016-08-19,Niort,Tours,1.0,4.0,A
ESP2,2016-08-19,Almeria,Cadiz,1.0,1.0,D
NLD1,2016-08-19,Excelsior,Den Haag,1.0,2.0,A
FRA2,2016-08-19,Strasbourg,Nimes,1.0,1.0,D
FRA2,2016-08-19,Le Havre,Troyes,1.0,3.0,A
FRA2,2016-08-19,Laval,Ajaccio GFCO,0.0,1.0,A
FRA2,2016-08-19,Brest,Valenciennes,3.0,2.0,H
FRA2,2016-08-19,Auxerre,Clermont,0.0,1.0,A
TUR1,2016-08-19,Adanaspor,Bursaspor,1.0,2.0,A
ESP1,2016-08-19,Malaga,Osasuna,1.0,1.0,D
ESP1,2016-08-19,La Coruna,Eibar,2.0,1.0,H
PRT1,2016-08-19,Belenenses,Boavista,0.0,0.0,D
BEL1,2016-08-19,Standard,Charleroi,0.0,0.0,D
ESP2,2016-08-19,Mirandes,Getafe,1.0,1.0,D
FRA2,2016-08-19,Ajaccio,Bourg Peronnas,3.0,1.0,H
FRA2,2016-08-19,Sochaux,Orleans,0.0,0.0,D
ENG2,2016-08-20,Reading,Brighton,2.0,2.0,D
ENG1,2016-08-20,West Brom,Everton,1.0,2.0,A
NLD1,2016-08-20,Roda,Vitesse,0.0,1.0,A
NLD1,2016-08-20,Zwolle,PSV Eindhoven,0.0,4.0,A
SCO1,2016-08-20,Hearts,Inverness C,5.0,1.0,H
SCO1,2016-08-20,Rangers,Motherwell,2.0,1.0,H
SCO1,2016-08-20,Ross County,Kilmarnock,2.0,0.0,H
SCO1,2016-08-20,St Johnstone,Celtic,2.0,4.0,A
NLD1,2016-08-20,Ajax,Willem II,1.0,2.0,A
ENG1,2016-08-20,Watford,Chelsea,1.0,2.0,A
FRA2,2016-08-20,Lens,Amiens,0.0,1.0,A
ENG2,2016-08-20,QPR,Preston,0.0,2.0,A
ENG2,2016-08-20,Sheffield Weds,Leeds,0.0,2.0,A
PRT1,2016-08-20,Porto,Estoril,1.0,0.0,H
PRT1,2016-08-20,Pacos Ferreira,Sp Lisbon,0.0,1.0,A
PRT1,2016-08-20,Maritimo,Guimaraes,0.0,2.0,A
ENG1,2016-08-20,Tottenham,Crystal Palace,1.0,0.0,H
SCO2,2016-08-20,St Mirren,Hibernian,0.0,2.0,A
SCO2,2016-08-20,Raith Rvs,Dunfermline,2.0,0.0,H
ENG1,2016-08-20,Leicester,Arsenal,0.0,0.0,D
ENG1,2016-08-20,Stoke,Man City,1.0,4.0,A
BEL1,2016-08-20,Waasland-Beveren,Mechelen,2.0,2.0,D
BEL1,2016-08-20,Mouscron,St Truiden,2.0,1.0,H
BEL1,2016-08-20,Kortrijk,Club Brugge,2.0,1.0,H
ENG1,2016-08-20,Swansea,Hull,0.0,2.0,A
ENG2,2016-08-20,Birmingham,Wolves,1.0,3.0,A
SCO1,2016-08-20,Aberdeen,Partick,2.0,1.0,H
SCO2,2016-08-20,Dundee United,Ayr,3.0,0.0,H
SCO2,2016-08-20,Morton,Dumbarton,1.0,1.0,D
SCO2,2016-08-20,Queen of Sth,Falkirk,2.0,0.0,H
PRT1,2016-08-20,Chaves,Tondela,1.0,1.0,D
ENG1,2016-08-20,Burnley,Liverpool,2.0,0.0,H
ESP1,2016-08-20,Granada,Villarreal,1.0,1.0,D
ESP1,2016-08-20,Sevilla,Espanol,6.0,4.0,H
ENG2,2016-08-20,Rotherham,Brentford,1.0,0.0,H
ENG2,2016-08-20,Blackburn,Burton,2.0,2.0,D
ENG2,2016-08-20,Bristol City,Newcastle,0.0,1.0,A
TUR1,2016-08-20,Besiktas,Alanyaspor,4.0,1.0,H
TUR1,2016-08-20,Rizespor,Konyaspor,1.0,1.0,D
TUR1,2016-08-20,Trabzonspor,Kasimpasa,2.0,0.0,H
ENG2,2016-08-20,Derby,Aston Villa,0.0,0.0,D
ENG2,2016-08-20,Fulham,Cardiff,2.0,2.0,D
ESP2,2016-08-20,Alcorcon,Huesca,0.0,0.0,D
ESP2,2016-08-20,Mallorca,Reus Deportiu,0.0,1.0,A
ENG2,2016-08-20,Huddersfield,Barnsley,2.0,1.0,H
ENG2,2016-08-20,Nott'm Forest,Wigan,4.0,3.0,H
ESP2,2016-08-20,Cordoba,Tenerife,1.0,0.0,H
ESP2,2016-08-20,Elche,Vallecano,2.0,1.0,H
ESP1,2016-08-20,Barcelona,Betis,6.0,2.0,H
BEL1,2016-08-20,Waregem,Oostende,1.0,1.0,D
ITA1,2016-08-20,Juventus,Fiorentina,2.0,1.0,H
FRA1,2016-08-20,Angers,Nice,0.0,1.0,A
FRA1,2016-08-20,Lille,Dijon,1.0,0.0,H
FRA1,2016-08-20,Toulouse,Bordeaux,4.0,1.0,H
FRA1,2016-08-20,Rennes,Nancy,2.0,0.0,H
FRA1,2016-08-20,Nantes,Monaco,0.0,1.0,A
FRA1,2016-08-20,Lorient,Bastia,0.0,3.0,A
ITA1,2016-08-20,Roma,Udinese,4.0,0.0,H
NLD1,2016-08-20,Nijmegen,Heerenveen,2.0,1.0,H
ENG2,2016-08-21,Ipswich,Norwich,1.0,1.0,D
ESP2,2016-08-21,Gimnastic,Lugo,2.0,2.0,D
ENG1,2016-08-21,West Ham,Bournemouth,1.0,0.0,H
PRT1,2016-08-21,Feirense,Moreirense,0.0,3.0,A
PRT1,2016-08-21,Arouca,Nacional,2.0,0.0,H
ESP1,2016-08-21,Ath Madrid,Alaves,1.0,1.0,D
ESP1,2016-08-21,Sociedad,Real Madrid,0.0,3.0,A
ESP1,2016-08-21,Sp Gijon,Ath Bilbao,2.0,1.0,H
TUR1,2016-08-21,Antalyaspor,Osmanlispor,0.0,0.0,D
TUR1,2016-08-21,Buyuksehyr,Fenerbahce,1.0,0.0,H
TUR1,2016-08-21,Genclerbirligi,Gaziantepspor,2.0,0.0,H
TUR1,2016-08-21,Kayserispor,Akhisar Belediyespor,0.0,2.0,A
ENG1,2016-08-21,Sunderland,Middlesbrough,1.0,2.0,A
PRT1,2016-08-21,Benfica,Setubal,1.0,1.0,D
NLD1,2016-08-21,Utrecht,AZ Alkmaar,1.0,2.0,A
NLD1,2016-08-21,Heracles,Feyenoord,0.0,1.0,A
FRA1,2016-08-21,St Etienne,Montpellier,3.0,1.0,H
ESP2,2016-08-21,Numancia,Levante,0.0,1.0,A
BEL1,2016-08-21,Eupen,Anderlecht,2.0,2.0,D
BEL1,2016-08-21,Gent,Westerlo,4.0,2.0,H
BEL1,2016-08-21,Lokeren,Genk,0.0,3.0,A
ESP2,2016-08-21,Sevilla B,Girona,3.0,3.0,D
ESP2,2016-08-21,Valladolid,Oviedo,1.0,0.0,H
ITA1,2016-08-21,Pescara,Napoli,2.0,2.0,D
ITA1,2016-08-21,Palermo,Sassuolo,0.0,1.0,A
ITA1,2016-08-21,Milan,Torino,3.0,2.0,H
ITA1,2016-08-21,Genoa,Cagliari,3.0,1.0,H
ITA1,2016-08-21,Empoli,Sampdoria,0.0,1.0,A
ITA1,2016-08-21,Chievo,Inter,2.0,0.0,H
ITA1,2016-08-21,Bologna,Crotone,1.0,0.0,H
ITA1,2016-08-21,Atalanta,Lazio,3.0,4.0,A
NLD1,2016-08-21,Groningen,Twente,3.0,4.0,A
NLD1,2016-08-21,Sparta Rotterdam,Go Ahead Eagles,1.0,0.0,H
FRA1,2016-08-21,Paris SG,Metz,3.0,0.0,H
FRA1,2016-08-21,Guingamp,Marseille,2.0,1.0,H
ESP1,2016-08-22,Celta,Leganes,0.0,1.0,A
ESP1,2016-08-22,Valencia,Las Palmas,2.0,4.0,A
TUR1,2016-08-22,Galatasaray,Karabukspor,1.0,0.0,H
PRT1,2016-08-22,Sp Braga,Rio Ave,1.0,1.0,D
FRA2,2016-08-22,Reims,Red Star,2.0,1.0,H
ESP2,2016-08-22,Zaragoza,UCAM Murcia,3.0,1.0,H
FRA2,2016-08-26,Nimes,Amiens,2.0,3.0,A
ESP1,2016-08-26,Espanol,Malaga,2.0,2.0,D
ESP1,2016-08-26,Betis,La Coruna,0.0,0.0,D
FRA2,2016-08-26,Orleans,Auxerre,0.0,0.0,D
DEU1,2016-08-26,Bayern Munich,Werder Bremen,6.0,0.0,H
BEL1,2016-08-26,Charleroi,Eupen,3.0,2.0,H
SCO1,2016-08-26,Kilmarnock,Rangers,1.0,1.0,D
ITA2,2016-08-26,Spezia,Salernitana,1.0,1.0,D
FRA1,2016-08-26,Marseille,Lorient,2.0,0.0,H
NLD1,2016-08-26,Vitesse,Utrecht,1.0,1.0,D
FRA2,2016-08-26,Valenciennes,Laval,2.0,0.0,H
ESP2,2016-08-26,Tenerife,Sevilla B,1.0,1.0,D
DEU2,2016-08-26,Bochum,Hannover,1.0,1.0,D
DEU2,2016-08-26,Heidenheim,Wurzburger Kickers,1.0,2.0,A
DEU2,2016-08-26,Sandhausen,Stuttgart,1.0,2.0,A
ESP2,2016-08-26,Getafe,Numancia,0.0,0.0,D
TUR1,2016-08-26,Alanyaspor,Antalyaspor,2.0,1.0,H
TUR1,2016-08-26,Konyaspor,Besiktas,2.0,2.0,D
FRA2,2016-08-26,Clermont,Ajaccio,2.0,1.0,H
FRA2,2016-08-26,Bourg Peronnas,Niort,2.0,2.0,D
FRA2,2016-08-26,Ajaccio GFCO,Strasbourg,1.0,1.0,D
FRA2,2016-08-26,Tours,Reims,1.0,1.0,D
FRA2,2016-08-26,Troyes,Lens,1.0,1.0,D
PRT1,2016-08-26,Guimaraes,Pacos Ferreira,5.0,3.0,H
ENG2,2016-08-26,Burton,Derby,1.0,0.0,H
BEL1,2016-08-27,St Truiden,Kortrijk,1.0,2.0,A
BEL1,2016-08-27,Westerlo,Mechelen,1.0,2.0,A
ITA1,2016-08-27,Lazio,Juventus,0.0,1.0,A
FRA1,2016-08-27,Nancy,Guingamp,0.0,2.0,A
FRA1,2016-08-27,Nice,Lille,1.0,1.0,D
NLD1,2016-08-27,Twente,Sparta Rotterdam,3.0,1.0,H
NLD1,2016-08-27,Willem II,Roda,0.0,0.0,D
NLD1,2016-08-27,Heerenveen,Zwolle,1.0,0.0,H
NLD1,2016-08-27,Feyenoord,Excelsior,4.0,1.0,H
TUR1,2016-08-27,Kasimpasa,Adanaspor,1.0,1.0,D
TUR1,2016-08-27,Gaziantepspor,Trabzonspor,1.0,0.0,H
TUR1,2016-08-27,Akhisar Belediyespor,Galatasaray,1.0,3.0,A
FRA1,2016-08-27,Montpellier,Rennes,1.0,1.0,D
ENG2,2016-08-27,Cardiff,Reading,0.0,1.0,A
ENG2,2016-08-27,Huddersfield,Wolves,1.0,0.0,H
ENG2,2016-08-27,Ipswich,Preston,1.0,0.0,H
ENG2,2016-08-27,Newcastle,Brighton,2.0,0.0,H
ENG2,2016-08-27,Nott'm Forest,Leeds,3.0,1.0,H
ENG2,2016-08-27,Wigan,QPR,0.0,1.0,A
ESP2,2016-08-27,Reus Deportiu,Mirandes,1.0,1.0,D
ESP2,2016-08-27,Oviedo,Almeria,2.0,0.0,H
ESP2,2016-08-27,Lugo,Zaragoza,3.0,3.0,D
ESP2,2016-08-27,Girona,Elche,3.0,1.0,H
FRA2,2016-08-27,Red Star,Le Havre,0.0,0.0,D
ENG2,2016-08-27,Bristol City,Aston Villa,3.0,1.0,H
ITA1,2016-08-27,Napoli,Milan,4.0,2.0,H
FRA1,2016-08-27,Caen,Bastia,2.0,0.0,H
FRA1,2016-08-27,Dijon,Lyon,4.0,2.0,H
BEL1,2016-08-27,Lokeren,Mouscron,2.0,1.0,H
BEL1,2016-08-27,Oostende,Waasland-Beveren,2.0,1.0,H
FRA1,2016-08-27,Metz,Angers,2.0,0.0,H
ENG1,2016-08-27,Leicester,Swansea,2.0,1.0,H
ENG1,2016-08-27,Southampton,Sunderland,1.0,1.0,D
ENG1,2016-08-27,Tottenham,Liverpool,1.0,1.0,D
ENG1,2016-08-27,Watford,Arsenal,1.0,3.0,A
ITA2,2016-08-27,Vicenza,Carpi,0.0,2.0,A
ITA2,2016-08-27,Pro Vercelli,Ascoli,1.0,1.0,D
PRT1,2016-08-27,Tondela,Belenenses,0.0,1.0,A
PRT1,2016-08-27,Nacional,Benfica,1.0,3.0,A
PRT1,2016-08-27,Estoril,Sp Braga,1.0,3.0,A
ENG1,2016-08-27,Hull,Man United,0.0,1.0,A
ENG1,2016-08-27,Everton,Stoke,1.0,0.0,H
ENG1,2016-08-27,Crystal Palace,Bournemouth,1.0,1.0,D
SCO2,2016-08-27,Dundee United,Raith Rvs,2.0,2.0,D
SCO2,2016-08-27,Dunfermline,Queen of Sth,0.0,1.0,A
SCO2,2016-08-27,Falkirk,Dumbarton,1.0,0.0,H
ENG2,2016-08-27,Barnsley,Rotherham,4.0,0.0,H
ENG2,2016-08-27,Birmingham,Norwich,3.0,0.0,H
SCO2,2016-08-27,Hibernian,Morton,4.0,0.0,H
ENG1,2016-08-27,Chelsea,Burnley,3.0,0.0,H
DEU1,2016-08-27,Ein Frankfurt,Schalke 04,1.0,0.0,H
DEU1,2016-08-27,Augsburg,Wolfsburg,0.0,2.0,A
ITA2,2016-08-27,Verona,Latina,4.0,1.0,H
SCO1,2016-08-27,Celtic,Aberdeen,4.0,1.0,H
SCO1,2016-08-27,Hamilton,Ross County,1.0,0.0,H
SCO1,2016-08-27,Inverness C,St Johnstone,2.0,1.0,H
SCO1,2016-08-27,Motherwell,Dundee,0.0,0.0,D
DEU1,2016-08-27,Hamburg,Ingolstadt,1.0,1.0,D
DEU1,2016-08-27,M'gladbach,Leverkusen,2.0,1.0,H
DEU1,2016-08-27,Dortmund,Mainz,2.0,1.0,H
DEU1,2016-08-27,FC Koln,Darmstadt,2.0,0.0,H
ITA2,2016-08-27,Bari,Cittadella,1.0,2.0,A
ENG2,2016-08-27,Brentford,Sheffield Weds,1.0,1.0,D
ITA2,2016-08-27,Benevento,Spal,2.0,0.0,H
ITA2,2016-08-27,Frosinone,Virtus Entella,2.0,0.0,H
DEU2,2016-08-27,Greuther Furth,Erzgebirge Aue,3.0,2.0,H
DEU2,2016-08-27,Karlsruhe,Munich 1860,0.0,0.0,D
ITA2,2016-08-27,Avellino,Brescia,1.0,1.0,D
SCO2,2016-08-27,Ayr,St Mirren,1.0,1.0,D
ENG2,2016-08-27,Blackburn,Fulham,0.0,1.0,A
ESP1,2016-08-27,Eibar,Valencia,1.0,0.0,H
ESP1,2016-08-27,Osasuna,Sociedad,0.0,2.0,A
ESP1,2016-08-27,Leganes,Ath Madrid,0.0,0.0,D
SCO1,2016-08-27,Partick,Hearts,1.0,2.0,A
ESP1,2016-08-27,Real Madrid,Celta,2.0,1.0,H
BEL1,2016-08-28,Club Brugge,Standard,2.0,2.0,D
BEL1,2016-08-28,Anderlecht,Gent,2.0,2.0,D
DEU2,2016-08-28,Bielefeld,Union Berlin,4.0,4.0,D
ESP2,2016-08-28,Vallecano,Valladolid,0.0,0.0,D
DEU1,2016-08-28,Hoffenheim,RB Leipzig,2.0,2.0,D
ESP2,2016-08-28,UCAM Murcia,Cordoba,1.0,1.0,D
ESP2,2016-08-28,Levante,Alcorcon,2.0,0.0,H
ESP2,2016-08-28,Huesca,Gimnastic,1.0,1.0,D
ESP2,2016-08-28,Cadiz,Mallorca,1.0,1.0,D
ITA1,2016-08-28,Cagliari,Roma,2.0,2.0,D
ITA1,2016-08-28,Crotone,Genoa,1.0,3.0,A
ITA1,2016-08-28,Udinese,Empoli,2.0,0.0,H
ITA1,2016-08-28,Torino,Bologna,5.0,1.0,H
ITA1,2016-08-28,Sassuolo,Pescara,0.0,3.0,A
DEU2,2016-08-28,Braunschweig,Nurnberg,6.0,1.0,H
ITA1,2016-08-28,Fiorentina,Chievo,1.0,0.0,H
DEU1,2016-08-28,Hertha,Freiburg,2.0,1.0,H
