Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
ITA2,2021-04-02,Venezia,Reggina,0.0,2.0,A
ITA2,2021-04-02,Vicenza,Cittadella,1.0,0.0,H
ITA2,2021-04-02,Virtus Entella,Monza,1.0,1.0,D
ENG2,2021-04-02,Birmingham,Swansea,1.0,0.0,H
ESP1,2021-04-02,Levante,Huesca,0.0,2.0,A
ESP2,2021-04-02,Almeria,Vallecano,0.0,1.0,A
PRT1,2021-04-02,Nacional,Portimonense,1.0,5.0,A
ITA1,2021-04-03,Milan,Sampdoria,1.0,1.0,D
TUR1,2021-04-03,Kayserispor,Goztep,1.0,1.0,D
DEU2,2021-04-03,Bochum,Holstein Kiel,2.0,1.0,H
DEU2,2021-04-03,Heidenheim,Greuther Furth,0.0,1.0,A
DEU2,2021-04-03,Karlsruhe,Osnabruck,0.0,1.0,A
FRA1,2021-04-03,Monaco,Metz,4.0,0.0,H
ENG1,2021-04-03,Chelsea,West Brom,2.0,5.0,A
ENG2,2021-04-03,Huddersfield,Brentford,1.0,1.0,D
ESP1,2021-04-03,Granada,Villarreal,0.0,3.0,A
ESP2,2021-04-03,Logrones,Tenerife,1.0,0.0,H
GRC1,2021-04-03,Atromitos,Apollon,1.0,1.0,D
ITA1,2021-04-03,Atalanta,Udinese,3.0,2.0,H
ITA1,2021-04-03,Benevento,Parma,2.0,2.0,D
ITA1,2021-04-03,Cagliari,Verona,0.0,2.0,A
ITA1,2021-04-03,Genoa,Fiorentina,1.0,1.0,D
ITA1,2021-04-03,Lazio,Spezia,2.0,1.0,H
ITA1,2021-04-03,Napoli,Crotone,4.0,3.0,H
ITA1,2021-04-03,Sassuolo,Roma,2.0,2.0,D
FRA2,2021-04-03,Toulouse,Nancy,4.0,1.0,H
TUR1,2021-04-03,Rizespor,Karagumruk,0.0,0.0,D
TUR1,2021-04-03,Sivasspor,Trabzonspor,0.0,0.0,D
DEU1,2021-04-03,Augsburg,Hoffenheim,2.0,1.0,H
DEU1,2021-04-03,Dortmund,Ein Frankfurt,1.0,2.0,A
DEU1,2021-04-03,Leverkusen,Schalke 04,2.0,1.0,H
DEU1,2021-04-03,Mainz,Bielefeld,1.0,1.0,D
DEU1,2021-04-03,Wolfsburg,FC Koln,1.0,0.0,H
SCO2,2021-04-03,Arbroath,Alloa,2.0,1.0,H
SCO2,2021-04-03,Dunfermline,Hearts,0.0,0.0,D
ENG1,2021-04-03,Leeds,Sheffield United,2.0,1.0,H
ESP2,2021-04-03,Girona,Ponferradina,3.0,1.0,H
BEL1,2021-04-03,Oostende,Waasland-Beveren,0.0,2.0,A
ESP1,2021-04-03,Real Madrid,Eibar,2.0,0.0,H
GRC1,2021-04-03,OFI Crete,Giannina,2.0,1.0,H
FRA1,2021-04-03,Paris SG,Lille,0.0,1.0,A
ITA1,2021-04-03,Torino,Juventus,2.0,2.0,D
TUR1,2021-04-03,Hatayspor,Galatasaray,3.0,0.0,H
ESP2,2021-04-03,Castellon,Oviedo,1.0,0.0,H
BEL1,2021-04-03,St Truiden,Mechelen,2.0,1.0,H
ENG1,2021-04-03,Leicester,Man City,0.0,2.0,A
ESP1,2021-04-03,Osasuna,Getafe,0.0,0.0,D
DEU1,2021-04-03,RB Leipzig,Bayern Munich,0.0,1.0,A
GRC1,2021-04-03,Lamia,Volos NFC,1.0,1.0,D
GRC1,2021-04-03,Larisa,Panetolikos,1.0,1.0,D
NLD1,2021-04-03,VVV Venlo,Groningen,0.0,1.0,A
PRT1,2021-04-03,Rio Ave,Gil Vicente,0.0,2.0,A
NLD1,2021-04-03,Twente,Vitesse,1.0,2.0,A
NLD1,2021-04-03,Willem II,AZ Alkmaar,0.0,1.0,A
FRA2,2021-04-03,Ajaccio,Valenciennes,3.0,0.0,H
FRA2,2021-04-03,Caen,Pau FC,1.0,1.0,D
FRA2,2021-04-03,Clermont,Niort,0.0,0.0,D
FRA2,2021-04-03,Grenoble,Chateauroux,2.0,2.0,D
FRA2,2021-04-03,Rodez,Chambly,2.0,2.0,D
FRA2,2021-04-03,Sochaux,Paris FC,1.0,2.0,A
FRA2,2021-04-03,Troyes,Guingamp,1.0,0.0,H
DEU1,2021-04-03,M'gladbach,Freiburg,2.0,1.0,H
BEL1,2021-04-03,Kortrijk,Club Brugge,1.0,2.0,A
ITA1,2021-04-03,Bologna,Inter,0.0,1.0,A
NLD1,2021-04-03,Sparta Rotterdam,Zwolle,3.0,2.0,H
ENG1,2021-04-03,Arsenal,Liverpool,0.0,3.0,A
FRA1,2021-04-03,Lens,Lyon,1.0,1.0,D
PRT1,2021-04-03,Porto,Santa Clara,2.0,1.0,H
NLD1,2021-04-04,Feyenoord,For Sittard,2.0,0.0,H
TUR1,2021-04-04,Erzurum BB,Konyaspor,1.0,2.0,A
ENG1,2021-04-04,Southampton,Burnley,3.0,2.0,H
FRA1,2021-04-04,Angers,Montpellier,1.0,1.0,D
BEL1,2021-04-04,Cercle Brugge,Beerschot VA,2.0,1.0,H
DEU2,2021-04-04,Darmstadt,Fortuna Dusseldorf,1.0,2.0,A
DEU2,2021-04-04,Hannover,Hamburg,3.0,3.0,D
DEU2,2021-04-04,Nurnberg,Paderborn,2.0,1.0,H
DEU2,2021-04-04,Regensburg,Erzgebirge Aue,1.0,1.0,D
DEU2,2021-04-04,Sandhausen,Wurzburger Kickers,1.0,0.0,H
ESP1,2021-04-04,Alaves,Celta,1.0,3.0,A
ESP2,2021-04-04,Sp Gijon,Mirandes,1.0,2.0,A
GRC1,2021-04-04,Panathinaikos,PAOK,3.0,0.0,H
NLD1,2021-04-04,Den Haag,Utrecht,1.0,4.0,A
NLD1,2021-04-04,PSV Eindhoven,Heracles,3.0,0.0,H
FRA1,2021-04-04,Bordeaux,Strasbourg,2.0,3.0,A
FRA1,2021-04-04,Lorient,Brest,1.0,0.0,H
FRA1,2021-04-04,Nantes,Nice,1.0,2.0,A
FRA1,2021-04-04,Reims,Rennes,2.0,2.0,D
TUR1,2021-04-04,Alanyaspor,Genclerbirligi,1.0,2.0,A
TUR1,2021-04-04,Ankaragucu,Antalyaspor,1.0,0.0,H
TUR1,2021-04-04,Buyuksehyr,Yeni Malatyaspor,3.0,1.0,H
ENG1,2021-04-04,Newcastle,Tottenham,2.0,2.0,D
DEU1,2021-04-04,Stuttgart,Werder Bremen,1.0,0.0,H
PRT1,2021-04-04,Belenenses,Boavista,0.0,2.0,A
ESP2,2021-04-04,Albacete,Espanol,0.0,3.0,A
ESP1,2021-04-04,Elche,Betis,1.0,1.0,D
GRC1,2021-04-04,Aris,Asteras Tripolis,2.0,0.0,H
NLD1,2021-04-04,FC Emmen,Waalwijk,3.0,1.0,H
NLD1,2021-04-04,Heerenveen,Ajax,1.0,2.0,A
FRA1,2021-04-04,Nimes,St Etienne,0.0,2.0,A
ENG1,2021-04-04,Aston Villa,Fulham,3.0,1.0,H
DEU1,2021-04-04,Union Berlin,Hertha,1.0,1.0,D
TUR1,2021-04-04,Kasimpasa,Besiktas,1.0,0.0,H
BEL1,2021-04-04,Standard,Gent,2.0,1.0,H
ESP2,2021-04-04,Leganes,Sabadell,2.0,1.0,H
ESP2,2021-04-04,Lugo,Malaga,0.0,1.0,A
PRT1,2021-04-04,Guimaraes,Tondela,1.0,2.0,A
ESP1,2021-04-04,Cadiz,Valencia,2.0,1.0,H
GRC1,2021-04-04,AEK,Olympiakos,1.0,5.0,A
ENG1,2021-04-04,Man United,Brighton,2.0,1.0,H
ESP2,2021-04-04,Las Palmas,Mallorca,1.0,1.0,D
BEL1,2021-04-04,Charleroi,Mouscron,1.0,1.0,D
PRT1,2021-04-04,Famalicao,Pacos Ferreira,2.0,0.0,H
ESP1,2021-04-04,Sevilla,Ath Madrid,1.0,0.0,H
FRA1,2021-04-04,Marseille,Dijon,2.0,0.0,H
ITA2,2021-04-05,Pordenone,Virtus Entella,3.0,0.0,H
BEL1,2021-04-05,Oud-Heverlee Leuven,Genk,2.0,3.0,A
ENG2,2021-04-05,Middlesbrough,Watford,1.0,1.0,D
ITA2,2021-04-05,Ascoli,Vicenza,2.0,1.0,H
ITA2,2021-04-05,Cittadella,Reggina,1.0,1.0,D
ITA2,2021-04-05,Cosenza,Cremonese,0.0,1.0,A
ITA2,2021-04-05,Monza,Pescara,1.0,1.0,D
ITA2,2021-04-05,Pisa,Lecce,0.0,1.0,A
BEL1,2021-04-05,Waregem,Eupen,2.0,1.0,H
ENG2,2021-04-05,Blackburn,Bournemouth,0.0,2.0,A
ENG2,2021-04-05,Coventry,Bristol City,3.0,1.0,H
ENG2,2021-04-05,Luton,Barnsley,1.0,2.0,A
ENG2,2021-04-05,Nott'm Forest,QPR,3.0,1.0,H
ENG2,2021-04-05,Reading,Derby,3.0,1.0,H
ENG2,2021-04-05,Rotherham,Wycombe,0.0,3.0,A
ENG2,2021-04-05,Stoke,Millwall,1.0,2.0,A
ENG2,2021-04-05,Swansea,Preston,0.0,1.0,A
ITA2,2021-04-05,Reggiana,Brescia,2.0,2.0,D
TUR1,2021-04-05,Fenerbahce,Denizlispor,1.0,0.0,H
BEL1,2021-04-05,Antwerp,Anderlecht,1.0,4.0,A
ENG2,2021-04-05,Sheffield Weds,Cardiff,5.0,0.0,H
ENG1,2021-04-05,Everton,Crystal Palace,1.0,1.0,D
ITA2,2021-04-05,Spal,Venezia,1.0,1.0,D
ESP2,2021-04-05,Cartagena,Alcorcon,2.0,1.0,H
PRT1,2021-04-05,Farense,Sp Braga,1.0,2.0,A
PRT1,2021-04-05,Benfica,Maritimo,1.0,0.0,H
DEU2,2021-04-05,St Pauli,Braunschweig,2.0,0.0,H
FRA2,2021-04-05,Auxerre,Le Havre,1.0,1.0,D
ITA2,2021-04-05,Salernitana,Frosinone,1.0,0.0,H
ESP1,2021-04-05,Barcelona,Valladolid,1.0,0.0,H
ESP2,2021-04-05,Fuenlabrada,Zaragoza,0.0,1.0,A
ENG1,2021-04-05,Wolves,West Ham,2.0,3.0,A
PRT1,2021-04-05,Moreirense,Sp Lisbon,1.0,1.0,D
TUR1,2021-04-06,Goztep,Rizespor,2.0,0.0,H
TUR1,2021-04-06,Karagumruk,Hatayspor,1.0,0.0,H
TUR1,2021-04-06,Trabzonspor,Kayserispor,1.0,1.0,D
DEU2,2021-04-06,Heidenheim,Holstein Kiel,1.0,0.0,H
BEL1,2021-04-06,Waasland-Beveren,St Truiden,2.0,4.0,A
SCO2,2021-04-06,Ayr,Dundee,0.0,3.0,A
SCO2,2021-04-06,Morton,Inverness C,1.0,4.0,A
ENG2,2021-04-06,Brentford,Birmingham,0.0,0.0,D
ENG2,2021-04-06,Norwich,Huddersfield,7.0,0.0,H
TUR1,2021-04-07,Genclerbirligi,Erzurum BB,1.0,1.0,D
TUR1,2021-04-07,Konyaspor,Ankaragucu,1.0,1.0,D
TUR1,2021-04-07,Antalyaspor,Sivasspor,2.0,4.0,A
TUR1,2021-04-07,Besiktas,Alanyaspor,3.0,0.0,H
ITA1,2021-04-07,Inter,Sassuolo,2.0,1.0,H
ITA1,2021-04-07,Juventus,Napoli,2.0,1.0,H
BEL1,2021-04-07,Beerschot VA,Charleroi,2.0,1.0,H
ESP1,2021-04-07,Sociedad,Ath Bilbao,1.0,1.0,D
TUR1,2021-04-08,Denizlispor,Kasimpasa,1.0,1.0,D
TUR1,2021-04-08,Gaziantep,Buyuksehyr,2.0,0.0,H
TUR1,2021-04-08,Yeni Malatyaspor,Fenerbahce,1.0,1.0,D
DEU2,2021-04-08,Hannover,Wurzburger Kickers,1.0,2.0,A
DEU2,2021-04-09,Hamburg,Darmstadt,1.0,2.0,A
NLD1,2021-04-09,Vitesse,Den Haag,0.0,0.0,D
DEU1,2021-04-09,Bielefeld,Freiburg,1.0,0.0,H
BEL1,2021-04-09,Eupen,Standard,0.0,4.0,A
SCO2,2021-04-09,Hearts,Alloa,6.0,0.0,H
ENG2,2021-04-09,Watford,Reading,2.0,0.0,H
ENG1,2021-04-09,Fulham,Wolves,0.0,1.0,A
PRT1,2021-04-09,Portimonense,Guimaraes,3.0,0.0,H
ITA2,2021-04-09,Reggiana,Empoli,0.0,1.0,A
ESP1,2021-04-09,Huesca,Elche,3.0,1.0,H
ESP2,2021-04-09,Tenerife,Sp Gijon,1.0,0.0,H
FRA1,2021-04-09,Metz,Lille,0.0,2.0,A
TUR1,2021-04-10,Hatayspor,Goztep,2.0,3.0,A
DEU2,2021-04-10,Erzgebirge Aue,St Pauli,1.0,3.0,A
DEU2,2021-04-10,Paderborn,Bochum,3.0,0.0,H
ENG1,2021-04-10,Man City,Leeds,1.0,2.0,A
ENG2,2021-04-10,Millwall,Swansea,0.0,3.0,A
ITA2,2021-04-10,Ascoli,Monza,1.0,0.0,H
ITA2,2021-04-10,Brescia,Pescara,1.0,1.0,D
ITA2,2021-04-10,Cremonese,Pordenone,2.0,1.0,H
ITA2,2021-04-10,Lecce,Spal,1.0,2.0,A
ITA2,2021-04-10,Virtus Entella,Salernitana,0.0,3.0,A
ESP1,2021-04-10,Getafe,Cadiz,0.0,1.0,A
ESP2,2021-04-10,Ponferradina,Fuenlabrada,0.0,0.0,D
GRC1,2021-04-10,Volos NFC,Panetolikos,3.0,1.0,H
ITA1,2021-04-10,Spezia,Crotone,3.0,2.0,H
FRA2,2021-04-10,Paris FC,Troyes,1.0,1.0,D
TUR1,2021-04-10,Rizespor,Trabzonspor,0.0,0.0,D
DEU1,2021-04-10,Bayern Munich,Union Berlin,1.0,1.0,D
DEU1,2021-04-10,Ein Frankfurt,Wolfsburg,4.0,3.0,H
DEU1,2021-04-10,Hertha,M'gladbach,2.0,2.0,D
DEU1,2021-04-10,Werder Bremen,RB Leipzig,1.0,4.0,A
SCO2,2021-04-10,Ayr,Dunfermline,1.0,1.0,D
SCO2,2021-04-10,Dundee,Morton,1.0,1.0,D
SCO2,2021-04-10,Queen of Sth,Inverness C,1.0,1.0,D
SCO2,2021-04-10,Raith Rvs,Arbroath,2.0,2.0,D
SCO1,2021-04-10,Celtic,Livingston,6.0,0.0,H
SCO1,2021-04-10,Hamilton,Dundee United,0.0,1.0,A
SCO1,2021-04-10,Kilmarnock,Ross County,2.0,2.0,D
SCO1,2021-04-10,Motherwell,St Mirren,1.0,0.0,H
SCO1,2021-04-10,St Johnstone,Aberdeen,0.0,1.0,A
ENG1,2021-04-10,Liverpool,Aston Villa,2.0,1.0,H
PRT1,2021-04-10,Maritimo,Farense,1.0,0.0,H
ENG2,2021-04-10,Barnsley,Middlesbrough,2.0,0.0,H
ENG2,2021-04-10,Birmingham,Stoke,2.0,0.0,H
ENG2,2021-04-10,Bournemouth,Coventry,4.0,1.0,H
ENG2,2021-04-10,Bristol City,Nott'm Forest,0.0,0.0,D
ENG2,2021-04-10,Cardiff,Blackburn,2.0,2.0,D
ENG2,2021-04-10,Derby,Norwich,0.0,1.0,A
ENG2,2021-04-10,Huddersfield,Rotherham,0.0,0.0,D
ENG2,2021-04-10,Preston,Brentford,0.0,5.0,A
ENG2,2021-04-10,QPR,Sheffield Weds,4.0,1.0,H
ENG2,2021-04-10,Wycombe,Luton,1.0,3.0,A
ITA2,2021-04-10,Frosinone,Cittadella,1.0,1.0,D
ESP2,2021-04-10,Oviedo,Las Palmas,0.0,0.0,D
BEL1,2021-04-10,Cercle Brugge,Oud-Heverlee Leuven,3.0,0.0,H
ESP1,2021-04-10,Ath Bilbao,Alaves,0.0,0.0,D
GRC1,2021-04-10,Apollon,OFI Crete,0.0,0.0,D
PRT1,2021-04-10,Boavista,Rio Ave,3.0,3.0,D
FRA1,2021-04-10,Strasbourg,Paris SG,1.0,4.0,A
ITA1,2021-04-10,Parma,Milan,1.0,3.0,A
TUR1,2021-04-10,Galatasaray,Karagumruk,1.0,1.0,D
ESP2,2021-04-10,Vallecano,Girona,2.0,1.0,H
BEL1,2021-04-10,Mechelen,Waregem,4.0,2.0,H
ENG1,2021-04-10,Crystal Palace,Chelsea,1.0,4.0,A
ESP1,2021-04-10,Eibar,Levante,0.0,1.0,A
DEU1,2021-04-10,Stuttgart,Dortmund,2.0,3.0,A
GRC1,2021-04-10,Atromitos,Larisa,0.0,1.0,A
NLD1,2021-04-10,Heracles,Willem II,4.0,0.0,H
PRT1,2021-04-10,Tondela,Porto,0.0,2.0,A
NLD1,2021-04-10,AZ Alkmaar,Sparta Rotterdam,2.0,0.0,H
NLD1,2021-04-10,For Sittard,FC Emmen,1.0,3.0,A
FRA2,2021-04-10,Chateauroux,Dunkerque,1.0,2.0,A
FRA2,2021-04-10,Grenoble,Caen,3.0,1.0,H
FRA2,2021-04-10,Le Havre,Ajaccio,1.0,1.0,D
FRA2,2021-04-10,Nancy,Sochaux,0.0,0.0,D
FRA2,2021-04-10,Niort,Auxerre,0.0,4.0,A
FRA2,2021-04-10,Pau FC,Clermont,2.0,1.0,H
FRA2,2021-04-10,Valenciennes,Chambly,2.0,1.0,H
BEL1,2021-04-10,Gent,Charleroi,4.0,0.0,H
ITA1,2021-04-10,Udinese,Torino,0.0,1.0,A
NLD1,2021-04-10,Zwolle,Twente,1.0,0.0,H
ESP1,2021-04-10,Real Madrid,Barcelona,2.0,1.0,H
FRA1,2021-04-10,Montpellier,Marseille,3.0,3.0,D
PRT1,2021-04-10,Pacos Ferreira,Benfica,0.0,5.0,A
NLD1,2021-04-11,Utrecht,Feyenoord,1.0,2.0,A
ITA1,2021-04-11,Inter,Cagliari,1.0,0.0,H
TUR1,2021-04-11,Sivasspor,Konyaspor,3.0,1.0,H
ENG1,2021-04-11,Burnley,Newcastle,1.0,2.0,A
FRA1,2021-04-11,Rennes,Nantes,1.0,0.0,H
BEL1,2021-04-11,Genk,St Truiden,4.0,0.0,H
DEU2,2021-04-11,Hannover,Heidenheim,1.0,3.0,A
DEU2,2021-04-11,Osnabruck,Braunschweig,0.0,4.0,A
DEU2,2021-04-11,Wurzburger Kickers,Nurnberg,1.0,1.0,D
ESP1,2021-04-11,Villarreal,Osasuna,1.0,2.0,A
ESP2,2021-04-11,Malaga,Albacete,2.0,0.0,H
GRC1,2021-04-11,Aris,AEK,1.0,3.0,A
NLD1,2021-04-11,Groningen,Heerenveen,0.0,2.0,A
NLD1,2021-04-11,VVV Venlo,PSV Eindhoven,0.0,2.0,A
ITA2,2021-04-11,Reggina,Vicenza,3.0,0.0,H
ITA1,2021-04-11,Juventus,Genoa,3.0,1.0,H
ITA1,2021-04-11,Sampdoria,Napoli,0.0,2.0,A
ITA1,2021-04-11,Verona,Lazio,0.0,1.0,A
FRA1,2021-04-11,Brest,Nimes,1.0,1.0,D
FRA1,2021-04-11,Lens,Lorient,4.0,1.0,H
FRA1,2021-04-11,Nice,Reims,0.0,0.0,D
FRA1,2021-04-11,St Etienne,Bordeaux,4.0,1.0,H
TUR1,2021-04-11,Ankaragucu,Genclerbirligi,2.0,1.0,H
TUR1,2021-04-11,Kayserispor,Antalyaspor,0.0,1.0,A
ENG1,2021-04-11,West Ham,Leicester,3.0,2.0,H
DEU1,2021-04-11,Schalke 04,Augsburg,1.0,0.0,H
BEL1,2021-04-11,Waasland-Beveren,Kortrijk,3.0,4.0,A
SCO1,2021-04-11,Rangers,Hibernian,2.0,1.0,H
PRT1,2021-04-11,Gil Vicente,Moreirense,1.0,2.0,A
ESP2,2021-04-11,Zaragoza,Almeria,2.0,1.0,H
ESP1,2021-04-11,Valencia,Sociedad,2.0,2.0,D
GRC1,2021-04-11,Asteras Tripolis,PAOK,1.0,1.0,D
PRT1,2021-04-11,Santa Clara,Nacional,5.0,1.0,H
NLD1,2021-04-11,Waalwijk,Ajax,0.0,1.0,A
FRA1,2021-04-11,Monaco,Dijon,3.0,0.0,H
ENG1,2021-04-11,Tottenham,Man United,1.0,3.0,A
ITA1,2021-04-11,Roma,Bologna,1.0,0.0,H
DEU1,2021-04-11,FC Koln,Mainz,2.0,3.0,A
TUR1,2021-04-11,Erzurum BB,Besiktas,2.0,4.0,A
BEL1,2021-04-11,Anderlecht,Club Brugge,2.0,1.0,H
ESP2,2021-04-11,Mallorca,Lugo,2.0,0.0,H
ESP2,2021-04-11,Mirandes,Logrones,0.0,1.0,A
ESP2,2021-04-11,Sabadell,Cartagena,1.0,1.0,D
PRT1,2021-04-11,Sp Braga,Belenenses,1.0,1.0,D
ESP1,2021-04-11,Valladolid,Granada,1.0,2.0,A
GRC1,2021-04-11,Olympiakos,Panathinaikos,3.0,1.0,H
ITA2,2021-04-11,Venezia,Cosenza,3.0,0.0,H
FRA2,2021-04-11,Amiens,Rodez,1.0,0.0,H
ENG1,2021-04-11,Sheffield United,Arsenal,0.0,3.0,A
BEL1,2021-04-11,Beerschot VA,Oostende,1.0,2.0,A
ITA1,2021-04-11,Fiorentina,Atalanta,2.0,3.0,A
PRT1,2021-04-11,Sp Lisbon,Famalicao,1.0,1.0,D
ESP1,2021-04-11,Betis,Ath Madrid,1.0,1.0,D
ESP2,2021-04-11,Espanol,Leganes,2.0,1.0,H
FRA1,2021-04-11,Lyon,Angers,3.0,0.0,H
TUR1,2021-04-12,Kasimpasa,Yeni Malatyaspor,0.0,0.0,D
TUR1,2021-04-12,Alanyaspor,Denizlispor,3.0,2.0,H
TUR1,2021-04-12,Fenerbahce,Gaziantep,3.0,1.0,H
GRC1,2021-04-12,Giannina,Lamia,1.0,2.0,A
ENG1,2021-04-12,West Brom,Southampton,3.0,0.0,H
ITA2,2021-04-12,Chievo,Pisa,2.0,0.0,H
DEU1,2021-04-12,Hoffenheim,Leverkusen,0.0,0.0,D
BEL1,2021-04-12,Mouscron,Antwerp,2.0,3.0,A
ITA1,2021-04-12,Benevento,Sassuolo,0.0,1.0,A
FRA2,2021-04-12,Guingamp,Toulouse,1.0,1.0,D
ESP1,2021-04-12,Celta,Sevilla,3.0,4.0,A
ESP2,2021-04-12,Alcorcon,Castellon,2.0,1.0,H
ENG1,2021-04-12,Brighton,Everton,0.0,0.0,D
ITA2,2021-04-13,Cremonese,Empoli,2.0,2.0,D
ENG2,2021-04-13,Huddersfield,Bournemouth,1.0,2.0,A
SCO2,2021-04-13,Dunfermline,Dundee,0.0,0.0,D
ENG2,2021-04-13,Sheffield Weds,Swansea,0.0,2.0,A
SCO2,2021-04-13,Queen of Sth,Raith Rvs,0.0,1.0,A
ENG2,2021-04-13,Rotherham,QPR,3.0,1.0,H
DEU2,2021-04-14,Osnabruck,Regensburg,0.0,1.0,A
ESP2,2021-04-14,Vallecano,Mirandes,0.0,1.0,A
FRA2,2021-04-14,Clermont,Amiens,3.0,0.0,H
ENG2,2021-04-15,Rotherham,Coventry,0.0,1.0,A
TUR1,2021-04-16,Genclerbirligi,Sivasspor,2.0,3.0,A
TUR1,2021-04-16,Konyaspor,Kayserispor,0.0,0.0,D
TUR1,2021-04-16,Antalyaspor,Rizespor,2.0,3.0,A
TUR1,2021-04-16,Besiktas,Ankaragucu,2.0,2.0,D
DEU2,2021-04-16,Braunschweig,Paderborn,0.0,0.0,D
DEU2,2021-04-16,Darmstadt,Greuther Furth,2.0,2.0,D
ENG2,2021-04-16,Blackburn,Derby,2.0,1.0,H
ENG2,2021-04-16,Reading,Cardiff,1.0,1.0,D
ESP2,2021-04-16,Fuenlabrada,Sabadell,2.0,2.0,D
PRT1,2021-04-16,Boavista,Pacos Ferreira,2.0,0.0,H
DEU1,2021-04-16,RB Leipzig,Hoffenheim,0.0,0.0,D
ENG1,2021-04-16,Everton,Tottenham,2.0,2.0,D
ITA2,2021-04-16,Spal,Ascoli,1.0,2.0,A
ESP2,2021-04-16,Girona,Zaragoza,3.0,0.0,H
FRA1,2021-04-16,Lille,Montpellier,1.0,1.0,D
PRT1,2021-04-16,Farense,Sp Lisbon,0.0,1.0,A
TUR1,2021-04-17,Denizlispor,Erzurum BB,2.0,3.0,A
FRA1,2021-04-17,Angers,Rennes,0.0,3.0,A
SCO2,2021-04-17,Alloa,Raith Rvs,1.0,2.0,A
SCO2,2021-04-17,Arbroath,Ayr,4.0,0.0,H
SCO2,2021-04-17,Dunfermline,Queen of Sth,3.0,1.0,H
DEU2,2021-04-17,St Pauli,Wurzburger Kickers,4.0,0.0,H
ENG1,2021-04-17,Newcastle,West Ham,3.0,2.0,H
ENG2,2021-04-17,Brentford,Millwall,0.0,0.0,D
ENG2,2021-04-17,Luton,Watford,1.0,0.0,H
ENG2,2021-04-17,Middlesbrough,QPR,1.0,2.0,A
ENG2,2021-04-17,Nott'm Forest,Huddersfield,0.0,2.0,A
ENG2,2021-04-17,Sheffield Weds,Bristol City,1.0,1.0,D
ENG2,2021-04-17,Stoke,Preston,0.0,0.0,D
ENG2,2021-04-17,Swansea,Wycombe,2.0,2.0,D
ITA2,2021-04-17,Empoli,Brescia,4.0,2.0,H
ITA2,2021-04-17,Monza,Cremonese,2.0,1.0,H
ITA2,2021-04-17,Pisa,Cosenza,3.0,0.0,H
ITA2,2021-04-17,Reggina,Reggiana,2.0,1.0,H
ITA2,2021-04-17,Salernitana,Venezia,2.0,1.0,H
ITA2,2021-04-17,Vicenza,Lecce,1.0,2.0,A
ESP2,2021-04-17,Lugo,Alcorcon,1.0,3.0,A
GRC1,2021-04-17,OFI Crete,Atromitos,1.0,1.0,D
ITA1,2021-04-17,Crotone,Udinese,1.0,2.0,A
ITA1,2021-04-17,Sampdoria,Verona,3.0,1.0,H
FRA2,2021-04-17,Clermont,Le Havre,1.0,1.0,D
FRA2,2021-04-17,Troyes,Caen,1.0,0.0,H
TUR1,2021-04-17,Trabzonspor,Hatayspor,1.0,1.0,D
TUR1,2021-04-17,Yeni Malatyaspor,Alanyaspor,1.0,0.0,H
DEU1,2021-04-17,Augsburg,Bielefeld,0.0,0.0,D
DEU1,2021-04-17,Freiburg,Schalke 04,4.0,0.0,H
DEU1,2021-04-17,M'gladbach,Ein Frankfurt,4.0,0.0,H
DEU1,2021-04-17,Union Berlin,Stuttgart,2.0,1.0,H
DEU1,2021-04-17,Wolfsburg,Bayern Munich,2.0,3.0,A
ITA2,2021-04-17,Cittadella,Chievo,1.0,0.0,H
ESP2,2021-04-17,Castellon,Mallorca,1.0,0.0,H
GRC1,2021-04-17,Panetolikos,Apollon,1.0,0.0,H
PRT1,2021-04-17,Guimaraes,Santa Clara,1.0,0.0,H
PRT1,2021-04-17,Moreirense,Tondela,2.0,3.0,A
FRA1,2021-04-17,Marseille,Lorient,3.0,2.0,H
ITA2,2021-04-17,Pordenone,Frosinone,2.0,0.0,H
ITA1,2021-04-17,Sassuolo,Fiorentina,3.0,1.0,H
TUR1,2021-04-17,Goztep,Galatasaray,1.0,3.0,A
ESP2,2021-04-17,Las Palmas,Malaga,1.0,1.0,D
ESP2,2021-04-17,Sp Gijon,Oviedo,0.0,1.0,A
BEL1,2021-04-17,Charleroi,Eupen,2.0,3.0,A
DEU1,2021-04-17,Leverkusen,FC Koln,3.0,0.0,H
GRC1,2021-04-17,Volos NFC,Giannina,1.0,1.0,D
PRT1,2021-04-17,Belenenses,Maritimo,2.0,0.0,H
PRT1,2021-04-17,Benfica,Gil Vicente,1.0,2.0,A
FRA2,2021-04-17,Ajaccio,Niort,3.0,0.0,H
FRA2,2021-04-17,Auxerre,Nancy,3.0,2.0,H
FRA2,2021-04-17,Chambly,Amiens,2.0,0.0,H
FRA2,2021-04-17,Dunkerque,Grenoble,1.0,1.0,D
FRA2,2021-04-17,Rodez,Paris FC,2.0,2.0,D
FRA2,2021-04-17,Sochaux,Pau FC,1.0,1.0,D
FRA2,2021-04-17,Toulouse,Chateauroux,1.0,0.0,H
FRA2,2021-04-17,Valenciennes,Guingamp,0.0,1.0,A
BEL1,2021-04-17,Antwerp,Genk,3.0,2.0,H
ITA1,2021-04-17,Cagliari,Parma,4.0,3.0,H
ENG2,2021-04-17,Norwich,Bournemouth,1.0,3.0,A
